timestamp,pot_fl_mm,pot_fr_mm,pot_rl_mm,pot_rr_mm,accel_body_x_g,accel_body_y_g,accel_body_z_g,accel_fl_z_g,accel_fr_z_g,accel_rl_z_g,accel_rr_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,gps_lat,gps_lon,gps_alt_m,gps_speed_mph,obd_speed_mph,obd_rpm,obd_throttle_pct,obd_coolant_c,obd_steering_deg,temp_fl_c,temp_fr_c,temp_rl_c,temp_rr_c
2026-01-05 14:30:00.130,6.5,6.22,4.63,5.47,0.0798,0.0847,1.0901,0.9343,0.9585,0.9585,0.9307,-3.8,2.77,-0.19,35.34568,-80.681678,250.1,43.8,43.9,3648,0.0,83.2,-2.4,29.5,27.3,27.7,25.2
2026-01-05 14:30:00.140,0.91,2.86,-0.21,0.19,0.0397,-0.0065,1.0559,1.1074,1.1348,1.121,1.1721,5.64,0.56,1.05,35.345627,-80.681691,250.1,45.2,44.2,3918,40.3,86.2,-0.0,29.9,28.3,27.0,25.7
2026-01-05 14:30:00.150,7.77,9.23,7.24,9.51,0.0779,0.0071,1.0875,0.9018,0.9349,0.9596,0.8649,3.77,-3.29,0.78,35.345675,-80.681681,250.1,45.1,45.4,3612,100.0,85.1,3.9,29.8,27.7,26.5,25.7
2026-01-05 14:30:00.160,5.34,6.52,6.53,4.09,-0.0709,-0.0045,1.1099,1.0876,1.0678,1.0367,1.1316,1.86,-6.11,-3.75,35.345718,-80.681704,250.1,44.4,45.0,3823,0.0,84.1,1.1,29.7,28.0,26.9,24.8
2026-01-05 14:30:00.170,10.62,9.51,11.2,9.55,-0.0002,-0.0196,1.0869,0.9239,0.9748,0.9892,0.9183,-0.71,-2.12,-3.21,35.345702,-80.681729,250.1,45.5,46.4,4012,100.0,85.2,-3.2,30.2,28.5,26.5,25.2
2026-01-05 14:30:00.180,6.76,10.64,8.53,8.81,-0.0123,0.0109,1.1178,1.0533,0.9822,0.958,1.0112,-4.62,-5.61,-0.48,35.345686,-80.681725,250.1,45.5,45.2,3840,0.0,83.5,1.1,30.1,27.2,26.0,25.0
2026-01-05 14:30:00.190,6.48,8.77,2.44,5.97,0.0025,0.053,1.0703,1.0739,1.0386,1.1707,1.0749,-1.83,-0.57,2.01,35.345756,-80.681685,250.1,45.4,44.8,3900,0.0,84.5,1.3,30.0,28.3,28.0,24.4
2026-01-05 14:30:00.200,12.51,12.15,10.46,12.57,0.0192,0.0393,1.0252,0.9419,1.0223,0.8804,0.945,7.18,-3.51,2.95,35.345756,-80.681691,250.1,46.8,47.7,3675,100.0,85.7,4.4,29.9,28.2,27.3,25.1
2026-01-05 14:30:00.210,10.75,11.59,6.99,9.4,0.0751,0.0605,1.1534,1.0009,1.0471,1.0751,1.0213,9.63,0.57,-2.04,35.345761,-80.681707,250.1,46.2,46.1,3869,0.0,83.8,2.7,30.4,28.1,26.4,25.4
2026-01-05 14:30:00.220,8.66,9.95,7.22,5.46,-0.0398,0.0452,1.0775,1.0424,1.0037,1.0168,1.1174,0.42,0.61,3.16,35.345745,-80.68172,250.2,46.0,46.4,3691,67.4,84.8,3.0,29.6,28.1,27.0,25.6
2026-01-05 14:30:00.230,7.91,7.53,4.17,9.91,0.0051,0.0375,1.0937,1.0529,1.0255,1.068,1.0191,-4.3,3.89,4.41,35.345768,-80.681726,250.2,44.0,45.0,3791,0.0,84.7,0.8,30.8,28.8,27.1,25.5
2026-01-05 14:30:00.240,10.42,10.32,7.2,11.34,0.1182,-0.027,1.1226,0.9381,1.0028,0.9743,0.9315,-3.72,-3.64,1.82,35.345784,-80.681704,250.2,46.2,46.0,3872,100.0,84.7,3.9,30.1,28.2,27.2,24.8
2026-01-05 14:30:00.250,7.51,9.57,7.02,7.12,0.0027,0.0438,1.0043,1.0476,1.0453,1.0503,1.09,-4.1,0.78,-2.31,35.345759,-80.68171,250.2,47.6,46.7,3838,100.0,84.9,-1.0,29.9,28.4,27.1,25.0
2026-01-05 14:30:00.260,8.64,13.51,8.93,9.24,0.0011,0.0628,1.0748,0.9679,0.8773,0.8801,0.9074,-1.35,2.5,-0.87,35.345765,-80.681734,250.2,46.4,45.5,3912,0.0,84.2,1.4,30.0,27.8,26.8,25.2
2026-01-05 14:30:00.270,4.05,4.31,-2.07,3.72,0.0808,0.0427,1.1103,1.082,1.1752,1.1953,1.0431,3.78,-2.9,-0.45,35.345806,-80.681693,250.2,47.4,47.1,3843,100.0,84.6,3.7,29.6,28.4,27.5,25.2
2026-01-05 14:30:00.280,6.43,10.93,4.59,7.6,0.0288,0.0389,1.1109,0.9639,0.8916,0.9459,0.9217,-2.34,-1.06,1.31,35.345828,-80.681689,250.2,45.8,46.2,3859,0.0,86.1,2.1,29.2,29.0,27.9,25.9
2026-01-05 14:30:00.290,4.22,7.23,3.82,4.82,0.0841,0.0622,1.088,1.0652,1.0668,1.064,1.0929,-4.66,2.09,0.68,35.345795,-80.6817,250.2,47.0,46.5,3841,60.3,85.7,5.0,30.2,28.4,26.9,24.5
2026-01-05 14:30:00.300,6.55,9.81,3.8,6.06,0.0878,0.0295,1.1063,1.0398,0.999,0.9977,0.9869,-0.14,0.13,1.48,35.345821,-80.681719,250.2,46.3,46.3,3720,6.4,84.2,1.5,30.8,28.1,27.7,25.1
2026-01-05 14:30:00.310,10.66,10.79,4.35,6.31,0.0402,0.0246,0.9859,0.8896,0.9525,1.0129,1.0171,-3.92,0.35,-0.58,35.345787,-80.681706,250.2,49.3,48.8,3826,100.0,84.0,3.2,30.2,27.8,27.7,25.3
2026-01-05 14:30:00.320,8.58,8.74,6.79,8.55,-0.0136,0.0741,1.0513,0.9814,0.9681,0.9647,0.9048,-7.04,2.95,-2.0,35.345823,-80.681683,250.2,46.8,47.0,3831,0.0,83.7,0.5,29.4,28.3,27.4,25.2
2026-01-05 14:30:00.330,5.12,3.13,4.33,1.29,0.0385,0.0923,1.0399,1.0254,1.0833,1.0506,1.1245,3.2,0.4,1.78,35.34583,-80.681725,250.2,45.9,46.0,3671,0.0,85.4,0.3,30.4,28.4,26.3,25.7
2026-01-05 14:30:00.340,4.66,3.73,3.38,2.72,0.0559,0.0353,1.0273,1.0279,1.0811,0.9834,1.0398,-1.33,-0.39,-1.75,35.34585,-80.681698,250.2,48.4,48.0,4029,100.0,83.8,0.5,29.5,27.4,27.1,25.0
2026-01-05 14:30:00.350,3.74,7.06,2.91,3.48,0.0553,0.0158,1.0311,0.9816,0.9279,0.9787,1.0146,-2.4,2.68,-0.31,35.345861,-80.681706,250.2,46.9,46.0,3789,0.0,84.5,1.1,30.6,26.8,27.9,25.8
2026-01-05 14:30:00.360,-0.15,2.81,-0.1,1.79,-0.0243,0.0553,1.0075,1.0769,1.0942,1.0905,1.1023,-1.86,-1.75,1.22,35.34589,-80.681738,250.3,47.7,47.5,3734,100.0,84.0,-0.9,30.7,29.2,26.7,25.7
2026-01-05 14:30:00.370,4.71,5.44,4.22,6.84,-0.0902,0.0576,0.9894,0.9498,0.9124,0.952,0.8829,4.67,3.19,0.56,35.345904,-80.681715,250.3,46.7,45.4,3725,0.0,85.6,0.3,30.2,27.8,26.9,25.2
2026-01-05 14:30:00.380,3.67,3.28,1.77,0.29,0.0284,0.0163,0.9807,1.0269,1.0552,0.9815,1.109,-9.83,2.15,-2.48,35.345858,-80.681729,250.3,45.9,46.1,3885,98.0,86.0,0.4,30.5,27.8,26.7,24.8
2026-01-05 14:30:00.390,0.26,4.45,-0.56,3.91,0.032,0.062,1.0011,1.07,1.0016,1.0468,0.9308,-2.48,-1.31,-0.95,35.3459,-80.681728,250.3,47.6,47.6,3751,100.0,85.5,0.1,31.2,28.2,27.0,25.3
2026-01-05 14:30:00.400,3.73,3.11,-0.48,2.55,0.0548,0.0109,0.974,0.9583,1.0206,0.9902,0.9422,1.55,-1.95,-0.25,35.345933,-80.681715,250.3,48.7,48.2,3820,92.0,85.6,1.1,31.2,27.9,27.0,24.3
2026-01-05 14:30:00.410,2.56,1.51,-1.62,-3.62,0.0374,0.0655,1.0691,0.9953,1.0011,0.9785,1.0646,-3.8,0.37,1.42,35.345876,-80.6817,250.3,47.4,47.7,3948,0.0,85.7,2.4,29.5,28.1,26.4,25.2
2026-01-05 14:30:00.420,-1.32,-0.16,-1.9,-0.2,0.0411,0.0789,1.0,1.1139,1.0448,1.0164,0.9475,-1.34,-5.31,2.09,35.345876,-80.681707,250.3,47.6,47.5,4044,0.0,85.5,3.8,30.8,27.5,28.1,25.2
2026-01-05 14:30:00.430,0.75,2.55,-1.2,-1.39,0.0605,0.0313,0.9749,0.9741,0.9436,0.9747,1.0781,9.65,-1.44,3.21,35.345897,-80.68171,250.3,47.5,47.4,3934,15.5,84.5,5.1,30.1,27.9,26.8,24.5
2026-01-05 14:30:00.440,-2.47,-3.33,-5.15,-1.02,0.0224,0.0593,0.9909,1.082,1.0894,1.056,0.9818,0.9,2.3,3.42,35.345921,-80.681676,250.3,46.3,46.3,3843,0.0,83.3,3.6,30.4,28.6,27.5,24.7
2026-01-05 14:30:00.450,-0.62,0.42,-4.55,-3.04,0.003,0.098,0.986,1.0055,1.0132,1.0401,1.0602,-3.36,4.04,3.43,35.345904,-80.68171,250.3,45.7,47.1,3892,100.0,84.4,2.0,30.6,28.3,27.0,24.5
2026-01-05 14:30:00.460,1.88,1.03,-1.13,-1.6,0.0975,0.0559,0.8897,0.8551,0.9777,0.902,0.9227,2.98,-2.08,0.84,35.3459,-80.681704,250.3,46.7,47.4,3600,65.5,85.7,3.0,30.1,28.3,26.8,25.1
2026-01-05 14:30:00.470,-7.44,-2.23,-7.62,-4.62,0.0052,0.0356,0.9549,1.1082,1.027,1.0855,0.9753,2.33,1.44,1.1,35.34589,-80.681758,250.3,47.8,49.0,3899,100.0,85.3,5.1,30.4,27.7,28.2,25.5
2026-01-05 14:30:00.480,-7.46,-4.47,-6.86,-9.53,-0.0395,0.0344,0.9393,1.0508,1.0255,1.0045,1.1096,-3.6,2.27,-0.18,35.345911,-80.681737,250.3,48.4,48.4,3776,0.0,85.9,2.5,30.2,28.4,27.6,25.5
2026-01-05 14:30:00.490,-1.9,-3.1,-5.87,-5.55,0.0639,0.0939,0.9742,0.9086,1.0255,0.976,0.9369,8.55,-2.28,-2.05,35.34598,-80.681675,250.3,45.8,46.3,3848,0.0,85.3,1.8,31.1,28.7,27.5,24.5
2026-01-05 14:30:00.500,-3.69,-0.53,-7.19,-8.84,-0.0384,0.1085,0.9398,1.0211,1.0004,1.0166,1.079,-0.06,3.58,-0.15,35.345965,-80.681714,250.3,47.4,48.5,3871,100.0,85.9,0.5,30.5,28.5,27.0,24.8
2026-01-05 14:30:00.510,-6.88,-0.31,-7.96,-6.97,0.0592,0.1154,0.8966,1.0622,0.9854,1.0839,1.0373,5.97,-0.53,4.27,35.345915,-80.681712,250.4,47.6,47.8,3676,0.0,84.6,4.8,30.3,28.6,26.5,24.3
2026-01-05 14:30:00.520,-2.31,-2.11,-4.7,-2.96,0.0337,0.0439,0.9321,0.8541,1.0033,0.8775,0.8822,3.89,-0.91,2.42,35.345934,-80.681716,250.4,48.4,47.6,4112,5.9,84.5,1.3,29.2,28.3,27.2,25.9
2026-01-05 14:30:00.530,-13.72,-6.76,-13.85,-12.09,-0.0667,0.057,0.9043,1.2661,1.0965,1.1761,1.1933,5.82,-3.65,3.01,35.345985,-80.681727,250.4,49.2,48.9,3913,100.0,84.0,6.1,30.7,28.5,27.0,25.8
2026-01-05 14:30:00.540,-3.74,-3.53,-6.03,-6.57,0.0549,0.0601,0.9438,0.8822,0.9372,0.881,0.8827,-0.25,-0.11,1.99,35.345962,-80.681734,250.4,49.5,49.4,3944,82.0,86.4,1.5,30.5,28.4,26.9,25.8
2026-01-05 14:30:00.550,-8.36,-6.07,-12.49,-13.71,0.0444,0.1217,0.9413,1.0794,1.1162,1.085,1.1142,3.08,-0.66,3.21,35.345946,-80.681751,250.4,49.4,49.4,3811,19.9,84.2,-0.0,30.5,27.6,27.2,25.1
2026-01-05 14:30:00.560,-7.82,-0.39,-7.13,-8.49,0.1751,0.0853,0.9869,0.9599,0.9484,0.8873,0.9198,3.64,-0.48,4.35,35.346035,-80.681716,250.4,47.7,47.7,3895,0.0,84.4,5.3,30.3,28.2,26.9,25.6
2026-01-05 14:30:00.570,-9.21,-3.96,-12.58,-13.66,-0.0054,0.1012,0.8947,1.0052,1.0252,1.1031,1.0818,2.89,-9.07,2.64,35.346031,-80.681733,250.4,48.5,48.3,3874,85.7,85.2,3.7,29.7,27.3,26.9,24.9
2026-01-05 14:30:00.580,-9.18,-7.38,-8.02,-8.62,0.0386,0.0794,0.8647,1.0517,1.0829,1.0269,1.0205,-4.89,1.96,-1.11,35.346034,-80.681723,250.4,49.3,49.0,4061,97.0,84.2,2.0,29.9,28.5,27.1,24.8
2026-01-05 14:30:00.590,-4.26,-0.88,-3.85,-3.64,0.0302,0.0532,0.8641,0.9543,0.9021,0.9282,0.9583,-7.17,-5.56,2.56,35.346019,-80.681729,250.4,50.1,49.7,4128,93.9,85.9,3.8,30.0,28.9,27.3,25.0
2026-01-05 14:30:00.600,-3.85,-4.2,-8.12,-7.03,0.1061,0.0925,0.9382,0.9638,1.0732,1.0691,1.0706,-6.31,1.01,-1.58,35.346021,-80.681737,250.4,48.2,48.3,3943,0.0,84.1,4.4,30.2,28.4,27.0,24.2
2026-01-05 14:30:00.610,-4.54,-2.44,-7.25,-8.93,0.0699,0.0748,0.9287,1.0366,1.0343,0.9642,1.0529,-6.1,-4.57,-0.45,35.346041,-80.681749,250.4,49.1,48.6,3765,57.5,84.2,1.7,30.1,28.4,27.1,25.1
2026-01-05 14:30:00.620,-5.13,-2.01,-8.93,-8.28,0.0906,0.0765,0.8816,1.0035,0.9709,1.0068,1.0229,0.77,-0.93,-1.71,35.346018,-80.681688,250.4,47.7,47.8,4036,0.0,84.2,3.9,29.6,27.8,27.5,24.8
2026-01-05 14:30:00.630,-6.86,-5.11,-10.04,-6.63,0.0437,0.0906,0.884,1.0525,1.0514,1.0148,0.9529,7.38,-2.4,3.27,35.345998,-80.681743,250.4,47.4,47.8,3805,20.9,85.7,3.6,30.2,28.6,26.3,25.5
2026-01-05 14:30:00.640,-6.33,-4.3,-10.19,-8.18,0.1328,0.0448,0.908,0.9616,0.973,1.0118,1.0173,-3.64,5.0,1.96,35.34605,-80.681722,250.4,49.9,49.8,3794,100.0,85.2,3.7,30.8,28.2,26.6,26.2
2026-01-05 14:30:00.650,-8.51,-5.87,-9.03,-9.78,0.0657,0.0898,0.8566,1.0793,1.0579,1.0059,1.1197,0.82,-0.46,-2.81,35.346091,-80.681724,250.5,50.6,50.4,4000,90.3,86.5,-0.5,30.1,29.1,27.2,25.2
2026-01-05 14:30:00.660,-5.52,-2.01,-5.95,-4.63,0.0703,0.1162,0.9068,0.9413,0.9597,0.9567,0.8908,-1.09,-3.14,2.5,35.346077,-80.681767,250.5,49.2,49.1,4057,0.0,87.3,4.5,30.2,27.9,26.1,24.5
2026-01-05 14:30:00.670,-7.6,-3.81,-8.6,-9.55,0.1048,0.0833,0.9784,1.0899,1.0979,1.0514,1.1072,5.47,-0.72,2.34,35.346086,-80.681735,250.5,50.7,50.2,4100,100.0,85.1,3.0,30.3,27.6,27.8,25.4
2026-01-05 14:30:00.680,-1.59,3.65,-7.83,-2.59,0.0143,0.1328,0.9064,0.9355,0.8831,1.0349,0.9117,6.7,-0.85,-1.91,35.346066,-80.68175,250.5,49.5,49.6,3894,0.0,85.9,1.0,30.4,29.1,27.2,24.5
2026-01-05 14:30:00.690,-5.78,-3.11,-6.6,-5.68,0.1067,0.0729,0.8694,1.0267,1.1021,0.9055,1.0285,0.51,-4.35,4.9,35.346094,-80.68173,250.5,48.2,48.7,4024,0.0,85.3,5.9,30.5,29.1,26.9,25.0
2026-01-05 14:30:00.700,-9.8,-4.26,-12.36,-7.34,0.0639,0.1274,0.9724,1.1453,0.9944,1.0899,1.0494,-8.03,1.66,1.76,35.346081,-80.681781,250.5,49.0,49.7,4045,100.0,86.4,2.5,30.5,28.5,27.4,25.9
2026-01-05 14:30:00.710,-5.69,-7.25,-8.31,-3.86,0.0129,0.1476,1.0172,0.9771,1.0987,0.9635,0.9641,2.32,-6.86,-1.99,35.346058,-80.681766,250.5,51.3,51.0,4005,100.0,86.7,5.2,30.3,27.4,27.8,25.6
2026-01-05 14:30:00.720,-4.84,1.15,-8.78,-6.64,0.1365,0.0998,0.8956,0.9852,0.877,1.0422,1.0194,6.78,-0.72,-2.02,35.346058,-80.681701,250.5,49.4,49.5,3879,0.0,85.0,3.3,28.8,28.6,27.7,26.8
2026-01-05 14:30:00.730,-6.08,-1.93,-6.82,-7.85,-0.0082,0.0986,0.9707,1.0314,1.0514,1.0079,1.0565,1.16,-2.84,6.57,35.346104,-80.681743,250.5,51.2,51.1,4063,100.0,85.5,5.9,30.5,28.6,27.6,25.4
2026-01-05 14:30:00.740,-4.65,-0.08,-5.53,-4.23,0.0445,0.204,0.9275,1.0126,1.0112,1.0112,0.9741,0.49,0.15,2.07,35.346144,-80.681735,250.5,47.2,47.0,3872,0.0,86.2,8.7,30.2,27.9,27.2,25.3
2026-01-05 14:30:00.750,-3.63,0.22,-5.97,-3.6,0.1049,0.1086,0.98,0.9742,0.9764,0.9399,0.9676,-1.82,5.9,1.93,35.346131,-80.681733,250.5,50.8,50.5,4096,100.0,84.1,6.4,29.2,27.1,27.0,25.8
2026-01-05 14:30:00.760,-5.17,-2.51,-11.34,-6.56,0.0918,0.1372,0.8412,1.0899,1.1071,1.1459,1.0814,-1.31,5.43,3.65,35.346141,-80.681748,250.5,49.9,49.8,3987,0.0,84.9,7.8,30.2,28.6,26.7,25.6
2026-01-05 14:30:00.770,0.01,1.71,-2.09,-2.86,0.045,0.1074,0.9745,0.9064,0.9377,0.8751,1.0025,0.25,1.47,2.74,35.346147,-80.68172,250.5,49.6,49.5,4022,3.9,85.1,7.4,29.1,27.4,26.9,25.3
2026-01-05 14:30:00.780,-4.72,-0.12,-6.68,-5.84,0.1249,0.0316,0.9443,1.0764,1.0464,1.0598,1.0566,3.1,4.65,1.28,35.346161,-80.681716,250.5,49.9,50.0,3883,75.2,85.4,2.4,30.8,27.9,26.3,25.9
2026-01-05 14:30:00.790,-4.25,2.15,-6.79,-4.44,0.1119,0.1023,0.9593,0.9895,0.9763,0.984,1.0378,-9.26,-0.29,4.79,35.346124,-80.681739,250.6,48.2,48.0,3711,0.0,85.3,6.4,30.1,28.7,27.5,25.5
2026-01-05 14:30:00.800,-4.36,0.12,-5.83,-3.33,0.0536,0.05,0.9631,1.0571,1.0885,1.0422,1.0142,-1.68,1.69,1.67,35.346175,-80.68167,250.6,48.9,49.8,4144,100.0,86.3,5.2,30.5,28.4,27.5,25.2
2026-01-05 14:30:00.810,0.19,3.71,-4.57,-2.08,0.0872,0.1165,0.9767,0.9607,0.947,1.024,1.0366,5.87,5.23,4.55,35.346161,-80.681746,250.6,50.0,50.4,4054,88.9,85.7,3.2,30.5,27.6,26.5,26.0
2026-01-05 14:30:00.820,-0.61,2.21,-3.35,-2.16,0.0789,0.1584,0.9456,1.0213,1.0334,0.9629,0.9955,-1.79,-2.61,-0.26,35.346186,-80.681736,250.6,51.0,51.6,3967,100.0,84.3,2.7,30.2,28.4,27.7,24.9
2026-01-05 14:30:00.830,-2.27,3.95,-5.0,-2.26,0.117,0.0911,0.9901,1.0963,1.0019,1.0672,1.045,-6.64,2.62,3.73,35.346204,-80.681755,250.6,49.2,49.7,3933,0.0,84.7,5.8,30.5,27.9,27.7,24.5
2026-01-05 14:30:00.840,3.42,3.42,-3.49,-0.08,0.1068,0.1206,0.9946,0.9094,0.9792,0.9769,0.977,-1.31,-4.61,-0.14,35.346191,-80.681747,250.6,48.2,49.4,4009,5.6,86.2,2.4,30.5,28.4,27.4,25.4
2026-01-05 14:30:00.850,-1.06,0.89,-5.35,-3.33,0.1203,0.1427,0.9685,1.0908,1.0496,1.0129,1.0809,-3.92,-0.12,-1.0,35.346137,-80.68177,250.6,49.7,49.8,3966,62.9,84.6,3.6,30.6,27.9,26.6,25.0
2026-01-05 14:30:00.860,0.4,4.32,-5.85,0.96,0.1047,0.1318,1.0108,1.0015,0.9855,0.992,0.9251,0.02,2.15,1.43,35.346211,-80.681759,250.6,51.5,51.3,3960,100.0,85.1,2.2,30.9,28.3,26.8,24.6
2026-01-05 14:30:00.870,0.38,5.49,-6.53,0.0,0.0942,0.0777,1.085,1.0178,0.9992,1.0581,0.9999,4.43,3.71,0.07,35.346197,-80.681755,250.6,49.9,50.8,4136,0.0,86.4,3.2,30.2,28.6,27.2,26.2
2026-01-05 14:30:00.880,0.73,4.54,-3.52,-1.11,0.1701,0.0946,0.9579,1.0317,1.0933,0.9933,1.0581,0.16,1.51,5.72,35.346239,-80.681753,250.6,49.6,50.0,3830,0.0,85.8,5.2,30.4,28.0,27.0,25.1
2026-01-05 14:30:00.890,3.48,10.11,0.25,3.66,0.0983,0.1266,1.0832,1.0273,0.9774,0.956,0.9766,-3.75,-2.98,3.47,35.34622,-80.681746,250.6,50.9,51.1,4036,100.0,84.9,3.6,30.4,27.8,27.8,25.7
2026-01-05 14:30:00.900,7.57,9.88,1.31,6.05,-0.0131,0.1524,1.0752,0.9843,1.0494,0.9896,0.9563,0.8,0.83,0.77,35.34624,-80.681756,250.6,50.8,50.7,4196,2.0,85.2,5.5,29.2,27.6,26.7,25.3
2026-01-05 14:30:00.910,10.04,11.98,1.14,4.89,0.0952,0.142,1.0311,0.9448,0.9679,1.0206,1.0502,6.79,0.92,0.34,35.346289,-80.681773,250.6,51.3,51.7,3719,100.0,85.9,2.7,30.9,28.1,27.4,24.2
2026-01-05 14:30:00.920,4.23,11.43,1.51,6.65,0.134,0.1133,1.0825,1.0893,0.9708,1.0127,0.9885,1.55,-0.45,1.33,35.346238,-80.681763,250.6,48.6,50.1,4145,0.0,85.0,3.5,30.3,29.0,27.7,25.4
2026-01-05 14:30:00.930,5.59,8.82,1.0,4.13,0.2003,0.1986,1.0436,1.0355,1.0459,1.0164,1.0653,-2.67,-0.28,4.67,35.346268,-80.681799,250.6,51.2,50.5,4012,79.4,84.2,4.9,30.2,28.5,27.2,24.8
2026-01-05 14:30:00.940,8.51,11.42,0.59,5.31,0.0982,0.094,1.031,0.9649,0.9468,1.0265,0.9566,8.49,1.98,2.78,35.346234,-80.681767,250.7,50.9,50.5,4004,28.8,84.1,7.9,29.3,29.2,27.0,24.7
2026-01-05 14:30:00.950,6.23,8.38,1.6,4.82,0.1086,0.093,1.0977,0.9834,1.0022,0.9996,0.9751,8.81,5.9,5.47,35.346236,-80.681767,250.7,50.2,49.5,3843,0.0,87.6,4.8,30.4,27.8,27.4,26.0
2026-01-05 14:30:00.960,5.04,5.56,0.33,1.48,0.1244,0.1626,0.981,1.027,1.0443,1.004,1.0673,-2.71,0.49,0.92,35.346253,-80.68177,250.7,50.8,51.3,4043,100.0,87.2,4.8,29.7,28.4,27.4,24.6
2026-01-05 14:30:00.970,6.16,6.53,1.29,2.8,-0.0006,0.1486,1.0863,1.0,1.0947,0.9847,1.0002,-3.68,-3.1,1.98,35.346309,-80.68178,250.7,50.3,51.3,4082,30.5,85.0,4.3,29.7,28.4,26.7,25.3
2026-01-05 14:30:00.980,8.14,14.28,0.78,5.0,0.1043,0.1362,1.1013,0.9803,0.9286,1.047,1.0054,-1.1,0.74,3.87,35.346305,-80.681732,250.7,50.6,51.1,3994,7.5,84.4,2.5,30.6,28.1,27.1,25.4
2026-01-05 14:30:00.990,7.34,13.73,3.58,7.7,0.097,0.1594,1.1197,1.0541,0.9744,1.005,1.0073,-5.61,-1.15,5.9,35.346313,-80.681761,250.7,49.5,51.0,3939,13.5,85.6,4.9,30.0,28.6,27.3,25.3
